,0,absolute_path
0,timeline.aspx?pid=SIA/OR/IND2/25985/2018&type=TOR&ID=62411,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/25985/2018&type=TOR&ID=62411
1,timeline.aspx?pid=SIA/OR/IND2/25982/2018&type=TOR&ID=62405,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/25982/2018&type=TOR&ID=62405
2,timeline.aspx?pid=SIA/OR/IND2/25952/2018&type=TOR&ID=62375,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/25952/2018&type=TOR&ID=62375
3,timeline.aspx?pid=SIA/OR/IND2/25943/2018&type=TOR&ID=62358,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/25943/2018&type=TOR&ID=62358
4,timeline.aspx?pid=SIA/OR/IND2/25941/2018&type=TOR&ID=62355,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/25941/2018&type=TOR&ID=62355
5,timeline.aspx?pid=SIA/OR/IND2/25925/2018&type=TOR&ID=62331,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/25925/2018&type=TOR&ID=62331
6,timeline.aspx?pid=SIA/OR/IND2/25914/2018&type=TOR&ID=62326,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/25914/2018&type=TOR&ID=62326
7,timeline.aspx?pid=SIA/OR/IND2/25912/2018&type=TOR&ID=62323,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/25912/2018&type=TOR&ID=62323
8,timeline.aspx?pid=SIA/OR/IND2/25911/2018&type=TOR&ID=62322,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/25911/2018&type=TOR&ID=62322
9,timeline.aspx?pid=SIA/OR/MIN/25803/2018&type=TOR&ID=62196,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/25803/2018&type=TOR&ID=62196
10,timeline.aspx?pid=SIA/OR/NCP/22985/2018&type=TOR&ID=58998,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/NCP/22985/2018&type=TOR&ID=58998
