,0,absolute_path
0,timeline.aspx?pid=SIA/OR/IND2/27936/2018&type=TOR&ID=64545,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27936/2018&type=TOR&ID=64545
1,timeline.aspx?pid=SIA/OR/IND2/27934/2018&type=TOR&ID=64543,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27934/2018&type=TOR&ID=64543
2,timeline.aspx?pid=SIA/OR/IND2/27933/2018&type=TOR&ID=64542,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27933/2018&type=TOR&ID=64542
3,timeline.aspx?pid=SIA/OR/IND2/27932/2018&type=TOR&ID=64541,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27932/2018&type=TOR&ID=64541
4,timeline.aspx?pid=SIA/OR/IND2/27931/2018&type=TOR&ID=64540,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27931/2018&type=TOR&ID=64540
5,timeline.aspx?pid=SIA/OR/IND2/27930/2018&type=TOR&ID=64539,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27930/2018&type=TOR&ID=64539
6,timeline.aspx?pid=SIA/OR/IND2/27914/2018&type=TOR&ID=64521,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27914/2018&type=TOR&ID=64521
7,timeline.aspx?pid=SIA/OR/IND2/27912/2018&type=TOR&ID=64520,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27912/2018&type=TOR&ID=64520
8,timeline.aspx?pid=SIA/OR/IND2/27910/2018&type=TOR&ID=64518,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27910/2018&type=TOR&ID=64518
9,timeline.aspx?pid=SIA/OR/IND2/27911/2018&type=TOR&ID=64519,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27911/2018&type=TOR&ID=64519
10,timeline.aspx?pid=SIA/OR/IND2/27906/2018&type=TOR&ID=64513,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27906/2018&type=TOR&ID=64513
11,timeline.aspx?pid=SIA/OR/IND2/27904/2018&type=TOR&ID=64511,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27904/2018&type=TOR&ID=64511
12,timeline.aspx?pid=SIA/OR/IND2/27901/2018&type=TOR&ID=64509,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27901/2018&type=TOR&ID=64509
13,timeline.aspx?pid=SIA/OR/IND2/27898/2018&type=TOR&ID=64506,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27898/2018&type=TOR&ID=64506
14,timeline.aspx?pid=SIA/OR/IND2/27899/2018&type=TOR&ID=64507,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27899/2018&type=TOR&ID=64507
15,timeline.aspx?pid=SIA/OR/IND2/27896/2018&type=TOR&ID=64505,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27896/2018&type=TOR&ID=64505
16,timeline.aspx?pid=SIA/OR/IND2/27889/2018&type=TOR&ID=64497,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27889/2018&type=TOR&ID=64497
17,timeline.aspx?pid=SIA/OR/IND2/27888/2018&type=TOR&ID=64493,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27888/2018&type=TOR&ID=64493
18,timeline.aspx?pid=SIA/OR/IND2/27874/2018&type=TOR&ID=64487,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27874/2018&type=TOR&ID=64487
19,timeline.aspx?pid=SIA/OR/MIN/27753/2018&type=TOR&ID=64338,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/27753/2018&type=TOR&ID=64338
20,timeline.aspx?pid=SIA/OR/IND2/27802/2018&type=TOR&ID=64405,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27802/2018&type=TOR&ID=64405
21,timeline.aspx?pid=SIA/OR/IND2/27800/2018&type=TOR&ID=64403,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27800/2018&type=TOR&ID=64403
22,timeline.aspx?pid=SIA/OR/IND2/27801/2018&type=TOR&ID=64404,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27801/2018&type=TOR&ID=64404
23,timeline.aspx?pid=SIA/OR/MIN/26268/2018&type=TOR&ID=62842,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/26268/2018&type=TOR&ID=62842
24,timeline.aspx?pid=SIA/OR/NCP/27793/2018&type=TOR&ID=64392,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/NCP/27793/2018&type=TOR&ID=64392
25,timeline.aspx?pid=SIA/OR/IND2/27739/2018&type=TOR&ID=64319,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27739/2018&type=TOR&ID=64319
26,timeline.aspx?pid=SIA/OR/IND2/27522/2018&type=TOR&ID=64105,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27522/2018&type=TOR&ID=64105
27,timeline.aspx?pid=SIA/OR/IND2/27112/2018&type=TOR&ID=63689,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27112/2018&type=TOR&ID=63689
28,timeline.aspx?pid=SIA/OR/IND2/27517/2018&type=TOR&ID=64093,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27517/2018&type=TOR&ID=64093
29,timeline.aspx?pid=SIA/OR/IND2/27520/2018&type=TOR&ID=64099,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27520/2018&type=TOR&ID=64099
30,timeline.aspx?pid=SIA/OR/IND2/27658/2018&type=TOR&ID=64241,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27658/2018&type=TOR&ID=64241
31,timeline.aspx?pid=SIA/OR/IND2/27655/2018&type=TOR&ID=64239,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27655/2018&type=TOR&ID=64239
32,timeline.aspx?pid=SIA/OR/IND2/27527/2018&type=TOR&ID=64113,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27527/2018&type=TOR&ID=64113
33,timeline.aspx?pid=SIA/OR/IND2/27525/2018&type=TOR&ID=64111,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/27525/2018&type=TOR&ID=64111
