,0,absolute_path
0,timeline.aspx?pid=SIA/OR/MIN/80990/2022&type=TOR&ID=236359,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/80990/2022&type=TOR&ID=236359
1,timeline.aspx?pid=SIA/OR/MIN/62655/2021&type=TOR&ID=205190,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/62655/2021&type=TOR&ID=205190
2,timeline.aspx?pid=SIA/OR/MIN/62730/2021&type=TOR&ID=207287,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/62730/2021&type=TOR&ID=207287
3,timeline.aspx?pid=SIA/OR/MIN/79663/2022&type=TOR&ID=235776,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/79663/2022&type=TOR&ID=235776
4,timeline.aspx?pid=SIA/OR/MIN/81100/2022&type=TOR&ID=236496,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/81100/2022&type=TOR&ID=236496
5,timeline.aspx?pid=SIA/OR/MIS/76437/2022&type=TOR&ID=230728,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIS/76437/2022&type=TOR&ID=230728
6,timeline.aspx?pid=SIA/OR/MIN/83090/2022&type=TOR&ID=238050,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/83090/2022&type=TOR&ID=238050
7,timeline.aspx?pid=SIA/OR/MIN/62371/2021&type=TOR&ID=202751,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/62371/2021&type=TOR&ID=202751
8,timeline.aspx?pid=SIA/OR/MIN/55878/2020&type=TOR&ID=149871,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/55878/2020&type=TOR&ID=149871
9,timeline.aspx?pid=SIA/OR/MIS/72851/2022&type=TOR&ID=227301,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIS/72851/2022&type=TOR&ID=227301
10,timeline.aspx?pid=SIA/OR/MIN/80758/2022&type=TOR&ID=236114,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/80758/2022&type=TOR&ID=236114
11,timeline.aspx?pid=SIA/OR/MIS/81409/2022&type=TOR&ID=236775,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIS/81409/2022&type=TOR&ID=236775
12,timeline.aspx?pid=SIA/OR/MIN/83024/2022&type=TOR&ID=237929,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/83024/2022&type=TOR&ID=237929
13,timeline.aspx?pid=SIA/OR/MIN/81604/2022&type=TOR&ID=237055,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/81604/2022&type=TOR&ID=237055
14,timeline.aspx?pid=SIA/OR/MIN/68473/2021&type=TOR&ID=219243,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/68473/2021&type=TOR&ID=219243
15,timeline.aspx?pid=SIA/OR/MIN/82907/2022&type=TOR&ID=237795,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/82907/2022&type=TOR&ID=237795
16,timeline.aspx?pid=SIA/OR/MIS/82404/2022&type=TOR&ID=237534,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIS/82404/2022&type=TOR&ID=237534
