,0,absolute_path
0,timeline.aspx?pid=SIA/OR/MIN/62078/2021&type=TOR&ID=201029,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/62078/2021&type=TOR&ID=201029
1,timeline.aspx?pid=SIA/OR/MIN/61741/2021&type=TOR&ID=200458,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/61741/2021&type=TOR&ID=200458
2,timeline.aspx?pid=SIA/OR/MIN/58867/2020&type=TOR&ID=171852,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/58867/2020&type=TOR&ID=171852
3,timeline.aspx?pid=SIA/OR/MIN/58822/2020&type=TOR&ID=171791,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/58822/2020&type=TOR&ID=171791
4,timeline.aspx?pid=SIA/OR/MIN/61952/2021&type=TOR&ID=200793,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/61952/2021&type=TOR&ID=200793
5,timeline.aspx?pid=SIA/OR/MIN/54793/2020&type=TOR&ID=141321,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/54793/2020&type=TOR&ID=141321
6,timeline.aspx?pid=SIA/OR/MIN/60083/2021&type=TOR&ID=186850,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60083/2021&type=TOR&ID=186850
7,timeline.aspx?pid=SIA/OR/MIN/61735/2021&type=TOR&ID=200451,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/61735/2021&type=TOR&ID=200451
8,timeline.aspx?pid=SIA/OR/MIN/61543/2021&type=TOR&ID=199100,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/61543/2021&type=TOR&ID=199100
9,timeline.aspx?pid=SIA/OR/MIN/61298/2021&type=TOR&ID=193734,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/61298/2021&type=TOR&ID=193734
10,timeline.aspx?pid=SIA/OR/MIN/59913/2021&type=TOR&ID=185560,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/59913/2021&type=TOR&ID=185560
11,timeline.aspx?pid=SIA/OR/MIN/61313/2021&type=TOR&ID=193752,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/61313/2021&type=TOR&ID=193752
12,timeline.aspx?pid=SIA/OR/MIN/58697/2020&type=TOR&ID=171585,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/58697/2020&type=TOR&ID=171585
13,timeline.aspx?pid=SIA/OR/MIN/61303/2021&type=TOR&ID=193740,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/61303/2021&type=TOR&ID=193740
14,timeline.aspx?pid=SIA/OR/MIN/60618/2021&type=TOR&ID=188719,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60618/2021&type=TOR&ID=188719
15,timeline.aspx?pid=SIA/OR/MIN/61167/2021&type=TOR&ID=191568,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/61167/2021&type=TOR&ID=191568
16,timeline.aspx?pid=SIA/OR/MIN/60755/2021&type=TOR&ID=188961,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60755/2021&type=TOR&ID=188961
17,timeline.aspx?pid=SIA/OR/MIN/60951/2021&type=TOR&ID=190274,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60951/2021&type=TOR&ID=190274
18,timeline.aspx?pid=SIA/OR/MIN/60713/2021&type=TOR&ID=188895,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60713/2021&type=TOR&ID=188895
19,timeline.aspx?pid=SIA/OR/CMIN/60890/2021&type=TOR&ID=190200,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/CMIN/60890/2021&type=TOR&ID=190200
20,timeline.aspx?pid=SIA/OR/MIN/60452/2021&type=TOR&ID=188436,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60452/2021&type=TOR&ID=188436
21,timeline.aspx?pid=SIA/OR/MIN/60800/2021&type=TOR&ID=189038,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60800/2021&type=TOR&ID=189038
22,timeline.aspx?pid=SIA/OR/MIN/60797/2021&type=TOR&ID=189036,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60797/2021&type=TOR&ID=189036
23,timeline.aspx?pid=SIA/OR/CMIN/60795/2021&type=TOR&ID=189031,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/CMIN/60795/2021&type=TOR&ID=189031
24,timeline.aspx?pid=SIA/OR/MIN/60794/2021&type=TOR&ID=189030,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60794/2021&type=TOR&ID=189030
25,timeline.aspx?pid=SIA/OR/MIN/60726/2021&type=TOR&ID=188913,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60726/2021&type=TOR&ID=188913
26,timeline.aspx?pid=SIA/OR/MIN/60518/2021&type=TOR&ID=188534,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60518/2021&type=TOR&ID=188534
27,timeline.aspx?pid=SIA/OR/MIN/58823/2020&type=TOR&ID=171794,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/58823/2020&type=TOR&ID=171794
28,timeline.aspx?pid=SIA/OR/MIN/58690/2020&type=TOR&ID=171572,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/58690/2020&type=TOR&ID=171572
29,timeline.aspx?pid=SIA/OR/MIN/58824/2020&type=TOR&ID=171795,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/58824/2020&type=TOR&ID=171795
30,timeline.aspx?pid=SIA/OR/MIN/60636/2021&type=TOR&ID=188748,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60636/2021&type=TOR&ID=188748
31,timeline.aspx?pid=SIA/OR/MIN/60594/2021&type=TOR&ID=188672,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60594/2021&type=TOR&ID=188672
32,timeline.aspx?pid=SIA/OR/MIN/60071/2021&type=TOR&ID=186827,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60071/2021&type=TOR&ID=186827
33,timeline.aspx?pid=SIA/OR/MIN/60027/2021&type=TOR&ID=186772,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60027/2021&type=TOR&ID=186772
34,timeline.aspx?pid=SIA/OR/MIN/60061/2021&type=TOR&ID=186816,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/60061/2021&type=TOR&ID=186816
