,0,absolute_path
0,timeline.aspx?pid=SIA/OR/IND2/29026/2018&type=TOR&ID=65702,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/29026/2018&type=TOR&ID=65702
1,timeline.aspx?pid=SIA/OR/MIN/29151/2018&type=TOR&ID=65866,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/29151/2018&type=TOR&ID=65866
2,timeline.aspx?pid=SIA/OR/IND2/28984/2018&type=TOR&ID=65646,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28984/2018&type=TOR&ID=65646
3,timeline.aspx?pid=SIA/OR/IND2/28822/2018&type=TOR&ID=65446,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28822/2018&type=TOR&ID=65446
4,timeline.aspx?pid=SIA/OR/MIN/28969/2018&type=TOR&ID=65626,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/28969/2018&type=TOR&ID=65626
5,timeline.aspx?pid=SIA/OR/MIN/29021/2018&type=TOR&ID=65697,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/29021/2018&type=TOR&ID=65697
6,timeline.aspx?pid=SIA/OR/MIN/29017/2018&type=TOR&ID=65689,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/29017/2018&type=TOR&ID=65689
7,timeline.aspx?pid=SIA/OR/MIN/28675/2018&type=TOR&ID=65251,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/28675/2018&type=TOR&ID=65251
8,timeline.aspx?pid=SIA/OR/MIN/28660/2018&type=TOR&ID=65236,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/28660/2018&type=TOR&ID=65236
9,timeline.aspx?pid=SIA/OR/MIN/28671/2018&type=TOR&ID=65247,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/28671/2018&type=TOR&ID=65247
10,timeline.aspx?pid=SIA/OR/MIN/28926/2018&type=TOR&ID=65578,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/28926/2018&type=TOR&ID=65578
11,timeline.aspx?pid=SIA/OR/IND2/28950/2018&type=TOR&ID=65598,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28950/2018&type=TOR&ID=65598
12,timeline.aspx?pid=SIA/OR/IND2/28843/2018&type=TOR&ID=65464,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28843/2018&type=TOR&ID=65464
13,timeline.aspx?pid=SIA/OR/IND2/28842/2018&type=TOR&ID=65463,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28842/2018&type=TOR&ID=65463
14,timeline.aspx?pid=SIA/OR/IND2/28835/2018&type=TOR&ID=65456,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28835/2018&type=TOR&ID=65456
15,timeline.aspx?pid=SIA/OR/IND2/28819/2018&type=TOR&ID=65444,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28819/2018&type=TOR&ID=65444
16,timeline.aspx?pid=SIA/OR/IND2/28833/2018&type=TOR&ID=65455,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28833/2018&type=TOR&ID=65455
17,timeline.aspx?pid=SIA/OR/IND2/28825/2018&type=TOR&ID=65448,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28825/2018&type=TOR&ID=65448
18,timeline.aspx?pid=SIA/OR/IND2/28911/2018&type=TOR&ID=65559,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/28911/2018&type=TOR&ID=65559
19,timeline.aspx?pid=SIA/OR/MIN/28878/2018&type=TOR&ID=65518,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/28878/2018&type=TOR&ID=65518
20,timeline.aspx?pid=SIA/OR/MIN/28829/2018&type=TOR&ID=65453,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/28829/2018&type=TOR&ID=65453
