,0,absolute_path
0,timeline.aspx?pid=SIA/OR/IND2/51056/2020&type=TOR&ID=114345,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/51056/2020&type=TOR&ID=114345
1,timeline.aspx?pid=SIA/OR/IND2/51051/2020&type=TOR&ID=114342,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/51051/2020&type=TOR&ID=114342
2,timeline.aspx?pid=SIA/OR/IND2/51046/2020&type=TOR&ID=114332,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/51046/2020&type=TOR&ID=114332
3,timeline.aspx?pid=SIA/OR/IND2/51042/2020&type=TOR&ID=114329,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/51042/2020&type=TOR&ID=114329
4,timeline.aspx?pid=SIA/OR/IND2/51040/2020&type=TOR&ID=114326,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/51040/2020&type=TOR&ID=114326
5,timeline.aspx?pid=SIA/OR/MIN/26275/2018&type=TOR&ID=62850,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/26275/2018&type=TOR&ID=62850
6,timeline.aspx?pid=SIA/OR/MIN/50964/2020&type=TOR&ID=113203,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/50964/2020&type=TOR&ID=113203
7,timeline.aspx?pid=SIA/OR/IND2/50937/2020&type=TOR&ID=111162,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/50937/2020&type=TOR&ID=111162
8,timeline.aspx?pid=SIA/OR/MIN/50918/2020&type=TOR&ID=111138,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/MIN/50918/2020&type=TOR&ID=111138
9,timeline.aspx?pid=SIA/OR/IND2/50886/2020&type=TOR&ID=110105,https://environmentclearance.nic.in/timeline.aspx?pid=SIA/OR/IND2/50886/2020&type=TOR&ID=110105
